,datetime,rpl_price
507,2023-01-01 14:05:47,16519591801863100
508,2023-01-02 09:18:11,17592560671031146
509,2023-01-03 04:35:23,17493642337751627
510,2023-01-03 23:54:23,17307839906884704
511,2023-01-04 19:13:23,18084438136206240
512,2023-01-05 14:30:11,17941818989084614
513,2023-01-06 09:50:23,17496020337765250
514,2023-01-07 05:07:47,17787814742886456
515,2023-01-08 00:26:11,18085579579160549
516,2023-01-08 19:45:47,18230962100513724
517,2023-01-09 14:56:23,19826066899999100
518,2023-01-10 10:14:59,19033639266169499
519,2023-01-11 05:33:59,19191302156100697
520,2023-01-12 00:51:47,19270262886730688
521,2023-01-12 20:10:23,19448083220388696
522,2023-01-13 15:35:59,19337548488064412
523,2023-01-14 10:46:47,19806994395135695
524,2023-01-15 06:05:59,20352084185206910
525,2023-01-16 01:23:23,20545943871985883
526,2023-01-16 20:48:11,20318708509944495
527,2023-01-17 16:01:35,20271756493138228
528,2023-01-18 11:20:59,22358701734037808
529,2023-01-19 06:38:47,22098780977985889
530,2023-01-20 01:56:23,21288651379764812
531,2023-01-20 21:16:23,22894346263693920
532,2023-01-21 16:33:59,22033078951589346
533,2023-01-22 11:50:35,22036612087369815
534,2023-01-23 07:09:35,21393555200763522
535,2023-01-24 02:21:23,23070281916365218
536,2023-01-24 21:40:35,24958212734110085
537,2023-01-25 16:57:47,24008334601781960
538,2023-01-26 12:15:23,24448888334591583
539,2023-01-27 07:34:35,24239595914548095
540,2023-01-28 02:54:35,24665971199043235
541,2023-01-28 22:13:47,24378841282164668
542,2023-01-29 17:30:11,24752559329157434
543,2023-01-30 12:48:47,23936490158899748
544,2023-01-31 08:07:59,24128379281630578
545,2023-02-01 03:26:11,23848451389715667
546,2023-02-01 22:44:11,24241652595399379
547,2023-02-02 18:02:23,25410462978858281
548,2023-02-03 13:27:11,25213033398615167
549,2023-02-04 08:45:47,24356460385283098
550,2023-02-05 04:03:23,24227335157110974
551,2023-02-05 23:22:23,23790643534340648
