,staked_rpl_value_in_eth,provided_eth,matched_eth
2794,1.46767562434779,16.0,16.0
2795,1.2065149561214599,16.0,16.0
2796,24.06697022110386,0.0,0.0
2797,26.60831588755534,96.0,288.0
2798,3.697166663243397,16.0,48.0
2799,5.842818644454498,24.0,72.0
2800,1.978011461879855,8.0,24.0
2801,1.9624041919913529,8.0,24.0
2802,18.247849106150646,64.0,192.0
2803,2.0016910828340926,8.0,24.0
2804,55.861197217316686,80.0,240.0
2805,2.706982078596626,8.0,24.0
2806,2.040911931122,8.0,24.0
2807,6.972635072717878,24.0,72.0
2808,3.594402269965644,8.0,24.0
2809,2.2660816386717917,16.0,16.0
2810,7.841900650476346,24.0,72.0
2811,2.496529196293059,8.0,24.0
2812,2.326795715484649,8.0,24.0
2813,6.001359943514059,24.0,72.0
2814,9.619628392114475,8.0,24.0
2815,8.040404780036342,32.0,96.0
2816,2.602816505319859,8.0,24.0
2817,4.360058986204428,8.0,24.0
2818,9.846296208164175,16.0,48.0
2819,76.24906454234757,272.0,816.0
2820,2.068489065266604,8.0,24.0
2821,12.216928057985383,32.0,96.0
2822,14.32767239209615,32.0,96.0
2823,19.352690486279144,72.0,216.0
2824,1.5557676911529477,16.0,16.0
2825,1.9940313108963554,8.0,24.0
2826,2.775586391464023,8.0,24.0
2827,3.6283912710263366,8.0,24.0
2828,4.107196538297196,24.0,40.0
2829,4.907998134118419,16.0,48.0
2830,2.308710814107474,8.0,24.0
2831,5.044272906956566,16.0,48.0
2832,1.841107656611452,8.0,24.0
2833,8.873077968444674,16.0,48.0
2834,9.395524639711311,24.0,72.0
2835,2.0393612191282684,8.0,24.0
2836,2.145250683120214,8.0,24.0
2837,1.922578930447999,16.0,16.0
2838,4.748529082711618,16.0,48.0
2839,3.707987209648051,48.0,48.0
2840,2.610381013736209,32.0,32.0
2841,18.73649171612928,72.0,216.0
2842,1.85217576635214,8.0,24.0
2843,2.0049635736896905,8.0,24.0
2844,2.2923395494842183,8.0,24.0
2845,4.258592670423189,16.0,48.0
2846,1.9840347135090173,8.0,24.0
2847,1.9995359575849148,8.0,24.0
2848,2.212514530186329,8.0,24.0
2849,2.212514530186329,8.0,24.0
2850,3.270673653318921,8.0,24.0
2851,5.9641696031109745,16.0,48.0
2852,1.3163499491769446,16.0,16.0
2853,2.557712840249426,8.0,24.0
2854,1.974457066906739,8.0,24.0
2855,1.6188570523635066,16.0,16.0
2856,1.9781490319293797,8.0,24.0
2857,2.573123372782858,8.0,24.0
2858,4.127558887171662,16.0,48.0
2859,1.4775296991557116,16.0,16.0
2860,2.519284398717328,8.0,24.0
