,address,withdrawal_address,staked_rpl_value_in_eth,provided_eth,matched_eth,liquid_rpl_node_value_in_eth,liquid_rpl_withdrawal_value_in_eth
1390,0xf7f47455158847fd4511b40D51685F9D18f13E8E,0x70185A398E78740aCA3Cab3daDd488b3B017Fc53,20.238343235779553,104.0,120.0,0.0,0.17949940639374007
1391,0x870e228f9AC8ff0C8aF5C70c87Bad40BCDA2F681,0x870e228f9AC8ff0C8aF5C70c87Bad40BCDA2F681,15.706332772478689,48.0,48.0,0.10097660089028036,0.10097660089028036
1392,0x05d09594728e4543Ee8DefC2e2d45c96f05cFFa9,0x9F48734Ea138967579296f6C6f6a144d7B68fbC2,13.453611443392287,48.0,144.0,0.0,0.0
1393,0x64311756A82E99A00b10f253D5980B37352cE618,0x8129d9C2b53a79a8835a37298ec328175031b355,14.628175712849783,16.0,16.0,0.0,0.0
1394,0x78ae61c6E2919231CDF0B69C6d8b70119Fe82539,0xF0Edf881A19De62bfdf41aAD60968c351cD24CC3,7.852514359959532,16.0,48.0,0.0,0.0
1395,0x12BA52C8624AAA9088CC8703f941c18530747819,0xE77B52E40f88130F2690820fB327776F66d636A7,6.2461989078987505,16.0,48.0,0.16634599589240112,0.0
1396,0x91a1d50A3E0A545CDf1B7270e467B3dB580fd2a8,0xD50b9f5a9Fe120f98d07eA44DbcCf385489Aa602,13.575148078644343,40.0,120.0,0.0,0.0
1397,0x7076C4aF6651dD3fCd09cD1123C7b4b75A2921d8,0x7076C4aF6651dD3fCd09cD1123C7b4b75A2921d8,44.22208355029788,96.0,288.0,0.0,0.0
1398,0x368C3BFbbfEAba42a1aa43e712d72B365879BEF6,0xE7B82d6dBF641c5e6f4dC045bD13Ae1168Bf3Aef,45.59955956388265,224.0,224.0,0.0,0.0
1399,0x87eEF18A9114Dd7A49FD6a088CB4195460f23bD1,0x739294426Ba290B1954a3aeb001BAcfE8E32c65D,2.570344699353198,16.0,16.0,0.0,0.0
1400,0x131335Dc94716E8315CA045B26C071E0076cf8A0,0x131335Dc94716E8315CA045B26C071E0076cf8A0,0.0,0.0,0.0,0.0,0.0
1401,0x7dA0266517524FE3e0E7d2fAb949adED6E41c513,0xBDB435920501FECbFA18aD54435b02649b74038a,11.58186796451836,32.0,96.0,0.0,0.0
1402,0xb826F585B3C9E4a270cBadDE4D623f438148fE4A,0xb826F585B3C9E4a270cBadDE4D623f438148fE4A,8.093988790615832,32.0,96.0,0.145963903179557,0.145963903179557
1403,0x99AF246287bDC031F39A4bf8561B9F49057bd5d0,0xA75B9F82aCc649B21b08d03995f548Ff2b5De4F2,9.215883563645189,16.0,16.0,0.0,0.0
1404,0x168FbA9EFF10DE68809bcF2FD5A8ce20af2fbB3c,0x168FbA9EFF10DE68809bcF2FD5A8ce20af2fbB3c,8.520547455641202,16.0,48.0,0.11664100994464356,0.11664100994464356
1405,0x08f5DB7653072c185023cBbaa277469Ac079B457,0x08f5DB7653072c185023cBbaa277469Ac079B457,2.537453203162144,16.0,16.0,0.12115901708634327,0.12115901708634327
1406,0x0f66BaC4f971bfbD7C931de75A8ED753Bb52Dc2F,0xA3c2376F904eb53a39C4362Af5caC5E4092D7e06,11.841416431314737,40.0,120.0,0.0,0.0
1407,0x16a2b3134A136ec9E317dc6Fecae0666F08452F6,0x4EceebDBBA70975D845786AE03E286F50bcf2386,38.8834808446267,320.0,480.0,0.0,0.9829780269932032
1408,0xaEC9B9C153913321E5D1581A573576029E982D58,0xaEC9B9C153913321E5D1581A573576029E982D58,1.8144445409713856,8.0,24.0,0.0,0.0
1409,0x6560557bbC710f6fBEee65EF3591C58D6E98B5c9,0x6560557bbC710f6fBEee65EF3591C58D6E98B5c9,36.14368128174449,32.0,96.0,0.0,0.0
1410,0x43ddCf658c98c20562524FB155dE3A4F6aC72f9d,0xb3604EAFB5f7Cb16f2e0c3354AA40741730475bE,2.937905867149817,16.0,16.0,0.0,0.0
1411,0xDF1aa393D35EdB09E48D5d8f7dbdF82f9e3684ef,0xC9a072e7f6a6BD7b404fF57E036019D82A53d383,6.02546945648695,32.0,32.0,0.0,1.311949743484359
1412,0xa009406e4a09f941108810af97e1f519Fbae5215,0xa009406e4a09f941108810af97e1f519Fbae5215,0.0,0.0,0.0,5.600183232308865,5.600183232308865
1413,0x13c85afe1D5AF7629A821f82FEB409F60eDFC1a3,0x13c85afe1D5AF7629A821f82FEB409F60eDFC1a3,7.171492925124689,32.0,32.0,0.0,0.0
1414,0x4e50542b4219BA2E7A00DCc21e448C4e3Ca56579,0xAB6417eeEb36B5D91F6F8681337AF33E0A2f4EB2,5.712689366666658,16.0,48.0,0.0,0.0
1415,0x1cc9FF8fbe1Ed15c3E276FE6D209aB5cc0b450F4,0x8B4387aAC369a4186364D2dfdA7FAF8DcB1eABF2,10.339848762006174,72.0,88.0,0.0,0.0
1416,0x9ef42dd440fCA95D6b095d4cDF01B208FBA61806,0x9ef42dd440fCA95D6b095d4cDF01B208FBA61806,3.020578744044308,16.0,16.0,0.0,0.0
1417,0x3DA9254fE8f0F8CD4677CB59E436DDe0EECF6946,0xAB63Ee39868a93DBb1789bff1284185542672419,3.6190740471438265,16.0,48.0,0.0,0.0
1418,0x713f08455674083cd78Cf2DB69506AEe1564C2ce,0x713f08455674083cd78Cf2DB69506AEe1564C2ce,6.549225974100045,24.0,72.0,0.0,0.0
1419,0x8dEA24025cF3080FE46af8511c1Be871302B2d63,0x143BA9aA9b6EEda2b11aBc512f41bfA993DC61fD,105.04365243007358,496.0,496.0,0.0,0.0
